short_description,close_notes,etiqueta
"POR FAVOR REMITIR ENCARGO Y NIC PUES EL CLIENTE INDICA QUE NO RECIBIÓ LOS DOCUMENTOS

Nombre comprador: YADIRA COSTANZA GIL VIRACACHA

Cedula: 1.012.330.100","Cordial saludo.

Hola muy buenas tardes para este caso se acaba de hacer nuevamente el envio a firmas al correo del cliente:yacogiva1@gmail.com
se hizo el envió tanto del NIC como del Encargo para que el cliente pueda realizar el respectivo tramite de firmas.


Causal del incidente: se menciona que el cliente no ha recibido la documentación , se procede a realizar nuevamente el envió para firmas.
",1
"Buen dia estimados,

Solicito su amable colaboracion derivado que la asesora angela libreros usuario: alibreros@coandes.com, no ha podido ingresar a oneid pre","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"31/07/2023
0602000140332919 - 79616588
Se enviaron los documentos errados, solicitamos habilitar plataforma para un nuevo cargue de la documentacion 
Grupo d","Cordial saludo.


Buena noche, este incidente no corresponde a un error de la plataforma, se recomienda realizar nuevamente la vinculación desde el comienzo, debido a que ya se firmaron todos los documentos por completo y este proceso es irreversible. Se queda atento a cualquier inquietud adicional.",1
"Buenas tardes

Me permito remitir la observación de la constructora

*Se nos ha presentado una novedad en una vinculación del proyecto Puerto Sereno. La vin","Cordial saludo.


Muy buen día se observa que si se le ha estado enviando el documento NIC y Encargo  al cliente, pero este aun no había firmado, se adjunta evidencia, al momento de realizar el reenvió nuevamente, la documentación se firma en el instante y queda completado el proceso de firmas en su totalidad.

Causal del incidente: se menciona que el documento NIC y Encargo si se había enviado pero no había sido firmado por el cliente.",1
"Buen dia Estimados

Constructora colsubsidio nos reporta que el usuario ?arboleda@colsubsidio.com  no ha podido ingresar desde el dia lunes a la plataforma ON","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"En el aplicativo Davibox vinculaciones ONE ID del dia 02/08/2023, la vinculacion del cliente CC 1098645372	ZORAIMA CAROLINA	ALVEAR	RAMOS, el encargo fiduciario ","Cordial saludo.


Muy buen  dia se subió nuevamente el encargo del cliente 1098645372	con el nombre de: exp-davibox-prod/actives/Encargo_1098645372_01082023_1690929859_CORREGIDO.pdf. Para que dispongan de el el dia de mañana 5 de agosto en la herramienta davibox.Se queda atento a cualquier solicitud adicional.

Causal del incidente: Se menciona que se recibió el documento encargo incompleto, se subió nuevamente a la herramienta davibox.",0
"buenos dias

nos ereportaron un cliente de bolivar cali donde informan que los datos no coinciden y no permite pasar la vinculacion, ayer agotaron los 3 inten","Buenos dias.
No recibimos respuesta por parte del solicitante, por otro lado se realiza la verificación de los intentos realizados de validación de la cedula informada, encontrando que se esta realizando el ingreso errado de la información de fecha de expedición de la cedula, razón por la cual se entrega el mensaje de No coinciden datos.",2
"ENVIAR ENCARGO DEL CLIENTE RELACIONADO AL ASESOR Yecid Camilo Chamorro Riascos <YesidC.Chamorro@constructoracolpatria.com>


WENDY TATIANA MUÑOZ TORRES
C.C ","Cordial saludo.


Buen dia, se observa que el documento Encargo para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: tatianamt01@gmail.com
para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el Encargo si se ha estado enviando pero no se ha firmado.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID) reenvio de documentos para firma del encargo,"Cordial saludo.


Muy buen dia se cierra el caso por solicitud del asignante.",1
"Buenas noches Constructora Marval y Diseño Urbano Reportan error ""Sistema de listas no disponible"" agradecemos urgente su colaboración dado que se encuentran re","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
VINCULACION PREVENTAS FIDUCIARIA (ONE ID),"Cordial saludo.


Buen dia, se observa que el documento NIC para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: alejandrasosa0190@hotmail.com
para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el NIC si se ha estado enviando pero no se ha firmado.",1
"10/08/2023
1073610296
Se intenta Abrir encargo Fiduciario de Proyecto Bonavento  y no permite Avanzar  de la interfaz (arroja error en: Sistemas de listas no ","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"Buenas tardes

Agradezco su colaboración  dado que a la bandeja de DAVIBOX no ingresó los documentos de firma del cliente

cc 1045744403 y  1143156246
0602","Buenas tardes.
El documento aun no esta en davibox ya que el proceso de firmas aun no esta culminado, pendiente por firmar fiduciaria.
Se reenvia correo de recordatorio.",0
Solicitamospor favor validar el cargue de los documentos dado que se evidencia que las vinculacion 0602000140303191 del los clientes CC 1126827369 y CC 22580347,"Cordial saludo.



Muy buen dia, por nuestra parte encontramos que en nuestro servidor de archivos, la documentación mencionada solo se encuentra cargada una vez que fue el dia 11 de agosto en horas de la mañana. Se adjunta evidencia. Se queda atento a cualquier solicitud adicional.

Causal del incidente: Se menciona que la documentación expuesta en el incidente se cargo dos veces al davibox, pero por nuestra parte se evidencia que los documentos solo se subieron una vez.",0
"Buen día Paula.

Agradezco tu colaboración con el siguiente error al momento de registrar el nuevo usuario:
""error al  cargar usuario""

PVPARRA: Intente cr","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"15/08/2023
1007646056
el cliente se encuentra ubicado en Orlando, él se trasladó a Estados unidos desde que tenía 17 años por ende su cédula de ciudadania col","Buenos dias.

Diagnóstico:
La información fue actualizada de acuerdo con lo que se encuentra registrado y disponible en la base de datos de la fuente oficial.

Causa raíz del evento:
Actualización Información

Por favor intentar nuevamente el proceso, en caso de novedad reabrir nuevamente el incidente",2
"Agradecemos su colaboración con la siguiente validación, el asesor de la constructora RESERVA DE LAS MERCEDES nos notifica que cuando ingresa a traves de One Id","No se obtuvo respuesta del Usuario. 
Cerrado por el sistema",2
"Buen dia Estimados

Atentamente me permito solicitar su colaboracion con el incidente que presenta la asesora ANGY XILENA RIVAS HERRERA identificada con C.C. ","Cordial saludo.


Muy buen dia, observó que se está ingresando al ambiente de laboratorio y no al de producción, por lo que le asesor no tiene creado un usuario en ese ambiente, por favor ingresar desde el siguiente enlace: https://vinculacionfidudavivienda.davivienda.com/#/pages/login?redirect=%2Fforms%2Fnumber_buyers



Causal del incidente: se observa que el usuario esta intentando realizar el inicio de sesión desde el ambiente de laboratorio.",2
"Buenas tardes:
Tenemos un caso que ya había sido reportado donde la Fiduciaria no ha recibido el encargo para firma, le llegó el NIC y no el encargo y ya fue f","Cordial saludo.


Buena noche, se observa que el documento Encargo para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: vinculacionespreventa@davivienda.com  para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el documento Encargo si se ha estado enviando pero no se ha firmado.",1
"Agradezco reenviar docuemntos de vinculación del cleinte, toda vez que hace 20min enviaron los documentos para firma y solo recibieron el NIC que ya se encuentr","Cordial saludo.


Buen dia, se observa que el documento Encargo para el cliente mencionado si se ha estado enviando; se adjunta evidencia, se procede a hacer el reenvió al correo: esteban147@live.com
 para que se pueda continuar con el proceso de firmas. Se queda pendiente a cualquier solicitud adicional.

Causal del incidente: se observa que el documento Encargo si se ha estado enviando pero no se ha firmado.",1
VINCULACION PREVENTAS FIDUCIARIA (ONE ID)  No llegan a diario los correos de notificación para firma de la documentación,"Cordial saludo



Muy buen día , se observa que en las vinculaciones de prueba el correo de firmas para cada documento se abrió por parte de los clientes , nuestro proveedor de firmas una vez detecta que el mensaje fue leído por parte del cliente asume que este va a firmar y por esta razón no envía el correo de recordatorio. Se queda atento a cualquier solicitud adicional


Causal del incidente: el usuario una vez abre el correo y la solicitud de firma el proveedor de firmas asume que este va a firmar y por esta razón no se envía el correo de recordatorio.",1
"Agradezco su colaboración con el reenvió del formato de NIC y Contrato de Encargo Fiduciario del siguiente tercero, toda vez que manifiesta que el mismo no lleg","Cordial saludo.


Muy buen día, se observa que la vinculación asociada al ciente mencionado no se ha enviado a firmas, es por esta razón que los documentos no le han llegado al cliente aun , se realizo el reenvio a firmas al cliente con correo: yud48@hotmail.com. Se queda atento a cualquier solicitud adicional.


Causal del incidente: se observa que el proceso de la vinculación para el cliente mencionado se encontraba en etapa 3, es decir no se había enviado los datos del cliente para firmas, por esta razón no se habían generado los respectivos documentos.",1
"23/08/2023
Consuelo Arcila León CC 1015403329 
el asesor consuelo Arcila ha tratado de ingresar a su usuario one id para la creación y legalización de encargo","Cordial saludo.

Muy buenas tardes, notamos que al usuario se le realiza el envío de la contraseña temporal , puede haber un eventualidad con el servicio de SMTP controlado por fidudavivienda, por ende se solicita validar este correo y se queda atento a cualquier inquietud adicional.


Causal del incidente: se menciona que al usuario no le llega el correo para el restablecimiento de la contraseña pero este si se envía por medio del correo: notificacionesfidudavivienda@davivienda.com; administrado por davivienda",0
"Buen dia Estimados

Solicito su amable y urgente colaboracion cargando los documentos de vinculacion al davibox del encargo 0602000140245533 del proyecto port","Cordial saludo.



Muy  buen dia, la razon por la cual no se han cargado aún los documentos en la herramienta davibox es debido a que si bien ya se firmó completamente el documento encargo el NIC aun no ha sido firmado por ninguna de las partes. 

Causal del incidente: se menciona que no ha llegado la documentación a la herramienta davibox, pero es debido a que el cliente aun no ha firmado el documento NIC, se hizo el reenvió al correo: luimariagarcia@gmail.com.",0
